Q11860,Q11860,1
Q11860,Q38484,1
Q11860,Q76,1
Q11860,Q567,2
Q57398,Q156781,5
Q57398,Q266197,1
Q57398,Q266197,1
Q57398,Q182367,28
Q57398,Q182367,1
Q57398,Q1688029,9
Q57398,Q1688029,1
Q57398,Q610788,7
Q57398,Q610788,2
Q57398,Q2844986,1
Q57398,Q57615,8
Q57398,Q58161,3
Q57398,Q3069519,4
Q57398,Q239248,4
Q57398,Q612666,3
Q57398,Q737410,14
Q57398,Q1442096,4
Q57398,Q1567582,3
Q57398,Q3062583,5
Q57398,Q3062583,1
Q57398,Q13582493,1
Q57398,Q2857763,2
Q57398,Q6752494,1
Q57398,Q10309889,1
Q57398,Q311440,3
Q57398,Q921602,1
Q57398,Q3119570,2
Q57398,Q543349,1
Q57398,Q64688,1
Q57398,Q3047625,1
Q57398,Q550243,1
Q57398,Q784504,1
Q57398,Q1382641,1
Q57398,Q1382641,2
Q57398,Q10305694,1
Q57398,Q6706787,1
Q57398,Q10281462,1
Q57398,Q21857888,1
Q57398,Q1382767,1
Q57398,Q656518,1
Q57398,Q10334505,1
Q57398,Q10395757,1
Q156781,Q57398,43
Q156781,Q57398,5
Q156781,Q567,4
Q156781,Q737410,2
Q156781,Q367010,1
Q156781,Q182367,14
Q156781,Q610788,1
Q156781,Q185771,1
Q156781,Q527722,1
Q156781,Q58161,4
Q156781,Q15849,3
Q156781,Q1580316,2
Q156781,Q925136,1
Q156781,Q57615,4
Q156781,Q3069519,5
Q156781,Q18707871,4
Q156781,Q444059,1
Q156781,Q156780,1
Q156781,Q10365280,1
Q156781,Q438868,1
Q156781,Q57313,1
Q156781,Q10819,1
Q156781,Q2868303,1
Q156781,Q1555060,1
Q439377,Q610788,93
Q439377,Q239248,3
Q439377,Q275677,2
Q439377,Q19409554,5
Q439377,Q20017756,10
Q439377,Q57661,3
Q439377,Q1709692,3
Q439377,Q22005939,3
Q439377,Q10338219,2
Q439377,Q1688029,2
Q439377,Q25440961,3
Q439377,Q21568721,5
Q439377,Q10303368,1
Q439377,Q3496740,1
Q439377,Q58161,2
Q439377,Q57615,1
Q439377,Q4681974,1
Q439377,Q23799289,2
Q439377,Q2844986,1
Q439377,Q550243,1
Q439377,Q28555817,1
Q6706787,Q550243,8
Q6706787,Q550243,2
Q6706787,Q527722,2
Q6706787,Q3069519,4
Q6706787,Q7378729,2
Q6706787,Q15849,3
Q6706787,Q239248,3
Q6706787,Q182367,12
Q6706787,Q444059,2
Q6706787,Q5340560,2
Q6706787,Q10281394,1
Q6706787,Q4777532,1
Q6706787,Q11767932,2
Q6706787,Q529992,2
Q6706787,Q438868,1
Q6706787,Q769747,2
Q6706787,Q6706787,1
Q6706787,Q1382767,1
Q6706787,Q58161,3
Q6706787,Q57398,3
Q6706787,Q4007647,1
Q6706787,Q9618827,1
Q6706787,Q6756617,1
Q6706787,Q784504,1
Q10324447,Q6706787,7
Q10324447,Q16940732,14
Q10324447,Q2913325,4
Q10324447,Q74256324,1
Q10324447,Q231084,1
Q10324447,Q7378729,1
Q10324447,Q6752420,1
Q737410,Q57615,1
Q737410,Q3069519,1
Q737410,Q57398,30
Q737410,Q10389338,1
Q737410,Q925136,1
Q737410,Q182367,8
Q737410,Q349505,2
Q737410,Q610788,3
Q737410,Q156781,5
Q737410,Q10347660,1
Q737410,Q10294464,1
Q737410,Q15849,1
Q737410,Q1442096,1
Q737410,Q1688029,1
Q737410,Q1688029,1
Q737410,Q769747,2
Q737410,Q365986,1
Q6761683,Q6756617,2
Q6761683,Q444059,1
Q6761683,Q4777638,3
Q6761683,Q57398,1
Q6761683,Q156781,2
Q444059,Q925136,1
Q444059,Q610788,4
Q444059,Q57615,9
Q444059,Q182367,49
Q444059,Q3183843,1
Q444059,Q58161,3
Q444059,Q2571494,1
Q444059,Q21568721,3
Q444059,Q1580316,1
Q444059,Q16019,1
Q444059,Q57398,1
Q444059,Q769747,2
Q444059,Q6291307,1
Q444059,Q13581124,2
Q444059,Q10294766,1
Q444059,Q6706787,1
Q444059,Q9619875,1
Q444059,Q367010,1
Q444059,Q10308185,2
Q444059,Q2118027,1
Q444059,Q239248,1
Q444059,Q784504,1
Q200941,Q15849,1
Q200941,Q21568721,2
Q200941,Q182367,1
Q200941,Q239248,1
Q200941,Q61880600,1
Q200941,Q10324736,2
Q745134,Q57615,2
Q745134,Q156780,1
Q745134,Q3186200,2
Q745134,Q182367,4
Q745134,Q16498018,2
Q745134,Q57398,1
Q10287923,Q10284869,1
Q239248,Q182367,13
Q239248,Q57398,8
Q239248,Q444059,4
Q239248,Q1340708,3
Q239248,Q156780,8
Q239248,Q6756617,1
Q239248,Q925136,2
Q239248,Q311440,2
Q239248,Q57615,3
Q239248,Q239248,1
Q239248,Q7378729,8
Q239248,Q6293647,2
Q239248,Q610788,6
Q239248,Q439377,2
Q239248,Q550243,3
Q239248,Q921602,1
Q239248,Q58161,2
Q239248,Q529992,1
Q239248,Q10338225,1
Q3183808,Q182367,3
Q3183808,Q16336739,1
Q3183808,Q311440,1
Q3183808,Q610788,1
Q3183808,Q57398,3
Q3183808,Q10281523,1
Q3183808,Q13581707,1
Q3183808,Q925136,1
Q3183808,Q239248,1
Q3183808,Q737410,1
Q3183808,Q2344342,1
Q3183808,Q4777532,1
Q16940732,Q10324447,6
Q16940732,Q23800376,1
Q16940732,Q57398,1
Q16940732,Q610788,2
Q16940732,Q4777532,2
Q16940732,Q9650912,2
Q16940732,Q182367,1
Q16940732,Q7378729,4
Q16940732,Q367010,1
Q16940732,Q231084,1
Q16940732,Q65498266,1
Q16940732,Q57615,1
Q182367,Q1580316,1
Q182367,Q550243,8
Q182367,Q17492584,2
Q182367,Q57398,38
Q182367,Q18707871,24
Q182367,Q9697231,3
Q182367,Q311440,1
Q182367,Q19360799,1
Q182367,Q444059,19
Q182367,Q57615,66
Q182367,Q656518,2
Q182367,Q239248,17
Q182367,Q610788,8
Q182367,Q610788,1
Q182367,Q1442096,8
Q182367,Q41395,2
Q182367,Q1382767,8
Q182367,Q2857756,2
Q182367,Q3186200,2
Q182367,Q23778050,6
Q182367,Q1688029,5
Q182367,Q37181,2
Q182367,Q6706787,3
Q182367,Q9618827,1
Q182367,Q15849,5
Q182367,Q15849,1
Q182367,Q6123866,1
Q182367,Q1382641,3
Q182367,Q586749,2
Q182367,Q40722,3
Q182367,Q100319459,1
Q182367,Q2844986,2
Q182367,Q156780,1
Q182367,Q58161,9
Q182367,Q4792848,1
Q182367,Q10324736,2
Q182367,Q3496740,1
Q182367,Q156781,4
Q182367,Q2857763,1
Q182367,Q10321580,1
Q182367,Q22005939,1
Q182367,Q1555060,2
Q182367,Q11728611,2
Q182367,Q10346767,2
Q182367,Q10309880,1
Q182367,Q737410,6
Q182367,Q65164957,1
Q182367,Q69935603,1
Q182367,Q10309889,1
Q182367,Q5716738,1
Q182367,Q567,2
Q182367,Q3131021,1
Q182367,Q9594142,2
Q182367,Q364934,1
Q182367,Q9212694,1
Q182367,Q182367,1
Q182367,Q1709692,1
Q182367,Q2571494,1
Q182367,Q64685,1
Q182367,Q6756617,1
Q182367,Q9602307,1
Q182367,Q13582493,2
Q182367,Q21140733,1
Q182367,Q16336787,1
Q182367,Q529992,1
Q182367,Q438868,1
Q182367,Q6761683,1
Q182367,Q611182,1
Q182367,Q2118027,1
Q182367,Q4777562,1
Q182367,Q10263990,1
Q182367,Q20017756,2
Q182367,Q91901804,1
Q182367,Q381029,1
Q182367,Q57661,1
Q182367,Q76,1
Q182367,Q10335529,1
Q182367,Q200941,1
Q10312177,Q2831797,1
Q69935603,Q3131021,1
Q69935603,Q7378729,9
Q69935603,Q612666,1
Q69935603,Q610788,2
Q69935603,Q550243,1
Q69935603,Q1442096,1
Q73400540,Q182367,2
Q73400540,Q1382767,1
Q550243,Q21568721,7
Q550243,Q610788,14
Q550243,Q610788,1
Q550243,Q57615,5
Q550243,Q10347660,1
Q550243,Q311440,2
Q550243,Q7378729,5
Q550243,Q182367,19
Q550243,Q357941,1
Q550243,Q6706787,3
Q550243,Q10281462,2
Q550243,Q5340560,1
Q550243,Q57398,4
Q550243,Q58161,5
Q550243,Q586749,1
Q550243,Q1442096,2
Q550243,Q439377,1
Q550243,Q69935603,1
Q550243,Q10365280,3
Q550243,Q13581124,2
Q550243,Q3183808,1
Q550243,Q2118027,5
Q550243,Q42305316,1
Q550243,Q4007647,3
Q550243,Q85875924,1
Q550243,Q456034,2
Q550243,Q10310141,1
Q550243,Q200941,1
Q550243,Q1709692,1
Q550243,Q18564749,1
Q550243,Q20017756,2
Q550243,Q10305694,1
Q550243,Q2868303,2
Q550243,Q4792848,1
Q550243,Q529992,1
Q550243,Q16336739,1
Q550243,Q1382767,2
Q550243,Q10392723,1
Q550243,Q3186200,1
Q13576558,Q182367,1
Q13576558,Q610788,13
Q13576558,Q10819,1
Q13576558,Q22686,1
Q13576558,Q9697231,2
Q13576558,Q76,1
Q13576558,Q37181,1
Q13576558,Q9212694,1
Q13576558,Q925136,1
Q6752747,Q58161,2
Q6752747,Q15849,3
Q6752747,Q722614,1
Q6752747,Q57398,1
Q6752747,Q439377,1
Q6752747,Q610788,1
Q6752747,Q5340560,1
Q6752747,Q612666,1
Q6752747,Q16336748,1
Q11764393,Q4777606,2
Q1442096,Q182367,39
Q1442096,Q1337232,1
Q1442096,Q57615,24
Q1442096,Q57398,25
Q1442096,Q58161,4
Q1442096,Q3069519,2
Q1442096,Q610788,4
Q1442096,Q1382767,1
Q1442096,Q16495518,1
Q1442096,Q1688029,2
Q1442096,Q4777532,4
Q1442096,Q784504,3
Q1442096,Q444059,1
Q1442096,Q239248,1
Q1442096,Q21568721,1
Q1442096,Q6706787,1
Q1442096,Q329,3
Q1442096,Q294460,3
Q1442096,Q15849,2
Q1442096,Q16940732,1
Q1442096,Q10365280,1
Q1442096,Q737410,2
Q1442096,Q5340560,1
Q1442096,Q527722,1
Q1442096,Q18707871,1
Q1442096,Q586749,1
Q1442096,Q10347467,2
Q1442096,Q529992,1
Q4777532,Q9207629,2
Q4777532,Q182367,1
Q4777532,Q10284941,2
Q4777532,Q5484146,2
Q4777532,Q550243,1
Q4777532,Q64688,1
Q4777532,Q6706787,2
Q1688029,Q182367,45
Q1688029,Q527722,10
Q1688029,Q21568721,2
Q1688029,Q57398,95
Q1688029,Q524996,2
Q1688029,Q57615,45
Q1688029,Q439377,1
Q1688029,Q58161,8
Q1688029,Q13581124,2
Q1688029,Q2118027,2
Q1688029,Q567,2
Q1688029,Q1709692,1
Q1688029,Q57661,2
Q1688029,Q610788,11
Q1688029,Q239248,3
Q1688029,Q971595,1
Q1688029,Q156780,4
Q1688029,Q7155277,2
Q1688029,Q156781,2
Q1688029,Q357941,1
Q1688029,Q15849,2
Q1688029,Q250919,3
Q1688029,Q737410,4
Q1688029,Q612666,4
Q1688029,Q1386216,1
Q1688029,Q16336739,2
